text,likes,author,date,compound_score,category
"Mam say in simple words that python doesn't write the variable names inside the quote in print function otherwise it'll consider it as string and it'll print as exactly as it's,  not the value",0,@Biceps3j,2025-10-17T00:44:55Z,-0.2584,Negative
I can't understand a loop in python,0,@Shishirthapa-h2v,2025-11-24T15:27:44Z,0.0,Neutral
Nice video ❤❤❤❤,0,@BinaryBrosTech,2025-12-25T05:17:58Z,0.4215,Positive
"1:34:46 main joh code liya hua hai usme 
Marks = int(input(""marks""))
hogaaaaa",0,@auracraft_74,2025-12-09T15:30:41Z,0.0,Neutral
3:01.00 pe vs code nhi dekh raha tha,0,@yash_hurricane,2025-12-15T15:12:26Z,0.0,Neutral
Anyone having problems in file operations and recursion? I am feeling I am the only one,1,@sanketgaming9517,2025-12-04T11:40:33Z,-0.296,Negative
1:47:55 lekin 10 percent badhega phir bhi toh greater than 50000 hoga,0,@Deepak-ph2em,2025-10-17T16:16:24Z,0.3612,Positive
❤,0,@sowmyakadali9175,2025-08-19T04:19:26Z,0.0,Neutral
day 3 chp 1 completed 2:32:17,0,@suliya3418,2025-09-15T14:08:36Z,0.0,Neutral
this was useful,0,@PriyankaLohar-j7e,2025-12-26T11:10:54Z,0.4404,Positive
Is this video good to prepare for aktu exam btech 2nd year?,0,@bhumiagarwal8735,2025-11-12T21:40:21Z,0.4404,Positive
Best explanation Thank you so much di ❤❤,0,@nileshverma4651,2025-09-24T17:07:34Z,0.7717,Positive
"Day 1 :- 22 Aug,2025  --  30:01
Day 2 :- 23 Aug,2025 ---  59:11",0,@cricketviratfan1,2025-08-22T16:09:44Z,0.0,Neutral
"5:23:32 pe 4th question aise bhi kar skte hai didi 
b = 1
while b<=10:
    print(b**2)
    b += 1",1,@VanshSaharan-v4g,2025-12-14T17:04:53Z,0.0,Neutral
10 oct,0,@Prarambhiyan,2025-10-10T10:25:09Z,0.0,Neutral
❤,0,@CASESTUDY8,2025-08-29T08:09:14Z,0.0,Neutral
37:30 DATA TYPES,2,@FromPlanetEarth.x,2025-10-10T10:13:04Z,0.0,Neutral
description kedar hay baje,0,@BilalKhan-p5e3r,2025-12-23T16:26:12Z,0.0,Neutral
Mam module nhi he kya,0,@krishna-Radhashorts,2025-11-20T14:40:40Z,0.0,Neutral
"#even or odd
num = float(input(""Enter a number:""))
if (num%2 == 0 and num != 0):
    print(""Even"")
elif (num == 0):
    print(""Not an even or odd"")
else:
    print(""Odd"")


#multiple of 7 or not
num = float(input(""Enter a num:""))
if (num%7 == 0):
    print(""Yes it is multiple of 7"")
else:
    print(""It's not the multiple of 7"")

#greatest of three num
num1 = float(input(""Enter the number:""))
num2 = float (input(""Enter the second num:""))
num3 = float (input(""Enter the third num:""))
if (num1>num2 and num1>num3):
    print (""Greatest of all is:"",num1)
elif (num2>num1 and num2>num3):
    print(""Greatest of all is"",num2)
else:
    print(""Greatest of all is:"",num3)",0,@senpai2303,2025-08-20T14:14:27Z,-0.3802,Negative
Sep 2025 let's seee what's next,0,@Avanish-l5c,2025-09-03T06:37:28Z,0.0,Neutral
I am here for revision only oops remaining i have completed everything else,0,@FrankMir-v3f,2025-10-27T20:41:03Z,0.0,Neutral
"Looks like in video missed ""DO"" Function.",0,@Raju-p2r8r,2025-12-06T02:12:13Z,0.0772,Positive
anyone in 17 august 2025😝😂😂😂😂🤣🤣😘😍🥰🤩,0,@PoorBeastClub,2025-08-18T16:16:22Z,0.0,Neutral
For file codes my laptop returns the length in python application i couldn't sence that is this wrong to get that output anyone please help me with thiss...,0,@Ishika-wg5bj,2025-11-20T06:27:32Z,0.0964,Positive
"Didi you are the teacher of my who develop my interest in coding but  I have a doubt.
please help me
I want to be advanced in python .
which course I could be prefer to be advanced in python for free and paid. while I am also study in school.",0,@asthaagarwal-k8v,2025-09-21T05:14:59Z,0.9343,Positive
"51:09  Expression Execution Samajh nhi aaya
Waha par @@@@@@ Kaisa aaya 😭",1,@SurajThapa-3,2025-10-02T18:07:48Z,0.0,Neutral
Coding is 🤯,0,@sujalprajapati654,2025-09-13T08:51:27Z,0.0,Neutral
"yar baat sono ""  "" ye waly comay ke smj ne i qasam ne i yar tum ny commay ne daly lykn ham ny daly ha code to hamra theek howa na ab ye bataoo k kis jaga per commay use hony ha our kis jaga per ne ?? agar ap zinda ho to please reply dy dena",0,@asadhameed-d9r,2025-11-09T12:16:30Z,0.755,Positive
"1:01:26 why are answers are not 2.0 ,-3.0 and -3.0 bez in integer division the answer is displayed as float value ??",0,@mr.spidy6663,2025-08-20T06:11:57Z,0.4137,Positive
Any second year btech students watching😂,0,@ds347-ok,2025-09-12T07:02:02Z,0.0,Neutral
@6:52:54 par didi mien toh 9th mien hu bata dijiye,0,@DivyanshGupta-mu3wi,2025-10-03T21:59:30Z,0.0,Neutral
Mam the value of sets are mutable,0,@RaziqTech,2025-11-13T13:38:34Z,0.34,Positive
Thanks didi ❤,0,@Ayush-k7p9z,2026-01-10T02:15:47Z,0.4404,Positive
Yes,0,@ROHITKUMAR-rs4vo,2025-11-19T20:19:33Z,0.4019,Positive
Yes,0,@ROHITKUMAR-rs4vo,2025-11-19T20:18:59Z,0.4019,Positive
Mai jio ke phone me q dekh rha hu..😂😂,0,@Niku14mehta,2025-11-04T08:03:33Z,0.0,Neutral
Haa,0,@PreetiChaurasiya-qj6ke,2025-08-22T11:20:30Z,0.0,Neutral
Watching today,0,@shwetarathore8779,2025-09-06T00:23:29Z,0.0,Neutral
🙏🙏🙏🙏,0,@shwetarathore8779,2025-09-06T00:23:01Z,0.0,Neutral
Don't you have DSA course in Python?,0,@PurvaJagtap-k9h,2025-10-26T09:56:06Z,0.0,Neutral
My 7 hour completed,0,@Ali-f7o9o,2025-08-21T12:29:45Z,0.0,Neutral
Jo Bina laptop ke Sikh Raha hai,0,@SaurabhJadhav729,2025-10-02T17:51:27Z,0.0,Neutral
"home work answer:

n=int(input(""number : ""))
def even_odd(num):
    if(num%2==0):
        print(""even"")
    else:
        print(""odd"")

even_odd(n)",0,@rafiul2733,2025-11-15T15:49:41Z,0.0,Neutral
20 October,0,@ssccglmathsbyshobhit731,2025-10-20T09:38:57Z,0.0,Neutral
Bhai me 10 sal kaye seek raha hu,0,@Mahadev_895-j4n,2025-12-14T07:22:24Z,0.0,Neutral
Anyone here in nov 2025,1,@abdullahmemon786,2025-11-22T17:14:54Z,0.0,Neutral
Anyone watching in October 2025 😅,1,@RituSharma-tv3se,2025-10-06T13:43:31Z,0.0,Neutral
|Big fan,0,@ShreyRathore-d6o,2025-10-19T13:21:40Z,0.3182,Positive
"Started Late but,
Day-1 0-1:10
Day-2 1:10-2:30
Day-3 2:40-5
Day-4 5-7:05
Day-5 7:05-8:52
Day-6 8:52-10:25
Completed. bt tbh.. i felt difficulty in solving problems idk how i vl manage! Nd one more thing where is numpy pandas matplotlib in this?",0,@dollysingh4425,2025-08-21T16:48:16Z,-0.6643,Negative
"How is this course, will completely clear basic concepts of python?",0,@herbamrit,2026-01-08T21:27:10Z,0.4391,Positive
Are ma'am apse ques kiya tha but rply nhi mila....aage kuch query hogi to ap ans nhi kroge to resolve kaise hoga,0,@rishichandna3136,2025-12-18T09:35:42Z,0.5267,Positive
"@8:44:20 I have done half the question by myself, but what do you mean by balance, Ma'am!",0,@AmnaTehreem-c3n,2025-10-02T01:05:51Z,0.0,Neutral
I guessed the number in 5 attempts!! It was 33,0,@Syapster,2025-11-26T18:02:25Z,0.2225,Positive
Anyone from Bangladesh??,0,@ummysawda124,2025-09-21T08:25:51Z,0.0,Neutral
❤,0,@loop.er.444,2025-10-08T12:00:01Z,0.0,Neutral
"sal = float(input(""Salary:""))
tax = sal*(0.1, 0.2) [sal <= 50000]
print(tax) only show salary",0,@AniketWankhade-e2m,2025-11-13T03:48:50Z,0.0,Neutral
Anyone 12 October,0,@SatishTricks,2025-10-11T16:30:57Z,0.0,Neutral
Hii everyone,0,@VAYUGAMINGYT1,2025-09-24T17:31:23Z,0.0,Neutral
Watching for 11 cs practical,0,@omkrishnamalla2587,2025-11-21T17:52:03Z,0.0,Neutral
"1:16:34  
1 false
2: true 
3: true
4:true
5:false",0,@GJ14GAMER_ONE8,2025-08-22T07:28:23Z,0.6808,Positive
aloo khaia ha,0,@Narutofamily-bg5yo,2025-09-24T19:39:08Z,0.34,Positive
shradha mam ap ki logical opreators wali slide during editing disarrange ho gai ha I shall be very grant full to you if you arrange this thank you,0,@hassanjutt-jx4wm,2025-12-07T14:20:18Z,0.7946,Positive
I am planning to learn python by today. and I am 35 years old but in my job its mandatory. i have plan of one week to complete this videos. respect from pakistan,0,@qamberabbas4304,2026-01-05T02:12:32Z,0.6808,Positive
04 dec anyone 😅,1,@br04rohit17,2025-12-04T11:32:56Z,0.0,Neutral
Where to get notes of this?,0,@Phoenixisherebaby,2025-11-07T12:42:43Z,0.0,Neutral
I have taken Electronics & Hardware as my skill subject in Class IX...Is Python worth learning ? I aspire to become a robotics engineer(DRDO),0,@GUItARIStGhOSt,2025-08-18T14:58:48Z,0.2263,Positive
ek mistake hai ese video mey variable and data type mey operators last mey aara ha hai jo ki pehile aana chieya coditional statements ke pahele,0,@knight_yt77,2025-12-30T04:53:23Z,0.0,Neutral
I start the vedio but  I will finish it or not 😂😢.,0,@nurd98,2025-08-29T06:19:11Z,0.0,Neutral
Hi mama,0,@ShantkumarMandal-fb4tt,2025-09-19T14:13:41Z,0.0,Neutral
3:57:58 how she did that copy pasting if anyone knows please reply,1,@sameer-x4p2e,2025-11-05T05:38:26Z,0.3182,Positive
type of operater  he gyab hai,0,@bunny_4847,2025-11-29T08:41:55Z,0.0,Neutral
Day3: chapter 1✓,0,@sarafathima5492,2025-10-10T15:25:06Z,0.0,Neutral
Any one from September 2025? 😅,1,@SeedlingSagas,2025-09-09T09:09:04Z,0.0,Neutral
3rd nov ?,2,@ShoebBagwan_313,2025-11-02T14:18:27Z,0.0,Neutral
25 october 2025 anyone ?,1,@Gurindersingh-p3c,2025-10-25T04:39:43Z,0.0,Neutral
How's anyone here on 4 september 2025,0,@gogonhasantips,2025-09-04T02:44:54Z,0.0,Neutral
"Day 1: 1:30:00
Day 2: 3:27:16
Day 3: 5:01:28
Day 4: 6:04:25
Day 5: 7:22:36
Day 6: 8:51:28
Day 7: Completed",0,@rafiul2733,2025-11-12T18:05:17Z,0.0,Neutral
"def find(n):
    if(n % 2==0):
        return ""even""
    else:
        return ""odd""
        
        
n= int(input(""enter the number:""))
print(find(n))",0,@Akk_66,2025-12-13T14:42:28Z,0.0,Neutral
Any one in October 😅,0,@billionairemindsetyouths,2025-10-04T03:08:01Z,0.0,Neutral
5:41:10,1,@mastii_time_02,2025-09-25T15:03:27Z,0.0,Neutral
37:30 DATA TYPES,1,@FromPlanetEarth.x,2025-10-15T06:51:33Z,0.0,Neutral
Aap Sarda rupi sarsawati hain,0,@prakashdubey9662,2025-09-15T13:50:30Z,0.0,Neutral
"Loops :--
brake = milgaya....
Continue = kidar dika udar maro avr age badoo",1,@SAINATHPATIL1744,2025-10-25T12:59:10Z,0.0,Neutral
"Expression execution
A, B = 2,3
text=""@""
print(2*text*3) 
 Mam You created variables a and b, but you didn’t use them in the print line.",0,@ChetanRamagondi,2025-11-05T05:52:57Z,0.128,Positive
C++❤,0,@Khubaib-i804,2025-08-20T02:25:11Z,0.0,Neutral
Hy,1,@webShakti-y7j,2025-09-21T17:07:58Z,0.0,Neutral
Me non it diploma mechanical background se hu ? ... Toh guys mera coding seekhna thik rahega.. already mechanical me 3 years ka mechanical industrial experience hai.... Koi toh suggest karo yar,1,@narendrapednekar9224,2026-01-01T16:04:29Z,0.0,Neutral
10th oct anyone ❤,0,@ansumansumanta1393,2025-10-09T18:51:57Z,0.0,Neutral
12 November 2025 anyone❤😊,1,@kidzoo_2.0,2025-11-12T04:08:44Z,0.0,Neutral
"def vishu(*values, sep="" "", end=""\n""):
    print(*values, sep=sep, end=end)
vishu(""hyy"")



hai koi takar me 
😂😂😂😂",0,@kingofminecraft-xw4ii,2025-12-27T20:31:44Z,0.0,Neutral
"movie_1 = input(""1st movie:"")
movie_2 = input(""2nd movie:"")
movie_3 = input(""3rd movie:"")
fav_movie = (""favorite anime movie:"", [movie_1, movie_2, movie_3])
print (fav_movie)
 mam but i solve it like this in my first try",0,@All_blue_Divas,2025-09-17T09:42:37Z,0.6652,Positive
"we can write the code in this way too 
a=2
b=5
print(a+b)",2,@prachi1946,2025-10-01T08:36:28Z,0.0,Neutral
"There should be an int here before input(""marks : "") in conditional statement (grades of students) [time : 1:33:32]",0,@HimaniTyagi-l9h,2025-12-27T13:14:51Z,0.0,Neutral
5:00,1,@sunnyulhaquenahid2823,2025-12-20T12:32:29Z,0.0,Neutral
"hello mam 
conditional statement
 student grade marks example 
you not use (int) thats was wrong because markes are integers value",0,@sameditx5112,2026-01-11T19:20:37Z,-0.1779,Negative
19 Dec,1,@SidX1M,2025-12-19T15:11:57Z,0.0,Neutral
i hear like a flite is flying to close in backgrount at the thime 1:34:00,0,@collegelifeggu,2025-11-12T13:36:33Z,0.3612,Positive
30 October 2025 anybody see,0,@VideoEditing2.2,2025-10-30T17:01:25Z,0.0,Neutral
i cant access notes,0,@netro_zescat,2025-11-11T15:29:04Z,0.0,Neutral
i can't get answer also bad,0,@Sonaandsunnushow2854,2025-10-30T05:09:34Z,-0.5423,Negative
"❤ 
 Very good",0,@बौद्धअमरसिंहमौर्य,2026-01-01T12:29:18Z,0.4927,Positive
Thank you for this course 😊❤! I finished this course in 3 days with practice 😊,0,@CODMASTER-CDM-Shyam_roy,2025-12-17T07:25:14Z,0.4199,Positive
kisaka kisaka kal RESULT hai class 9th,0,@USACartoonGalaxy,2025-11-14T15:09:36Z,0.0,Neutral
True,0,@puneetbhardwaj9011,2025-11-04T08:01:14Z,0.4215,Positive
Class 1,0,@renugupta6557,2025-10-11T19:24:39Z,0.0,Neutral
Muja kui laptop hi da Doo mana  python language sakhni ha 😢😢😢,0,@Me_to_my_allah,2025-12-10T13:03:56Z,0.34,Positive
1:31:08  bro what if user inputs it in capital letters 😅 or just first word in capital 😅😅😅,0,@Anshul-st,2025-11-06T15:18:44Z,0.0,Neutral
How to offer infinite loop ?,0,@SwiftUpyt,2025-11-10T17:47:22Z,0.0,Neutral
"Ma'am shouldn't complex numbers be represented as 1+3i , 4+6i ? There shouldn't be any alphabet attached to the real part.

Actually 3 in 1+3i is also a real number, it's the "" i "" who it attached to make it the imaginary part.",1,@Michaelheisnam,2025-09-15T09:52:04Z,0.0772,Positive
day 1 @ 32:36,1,@madansah6787,2026-01-16T10:22:45Z,0.0,Neutral
8:41,1,@VijayLaxmi-s7g,2026-01-03T18:24:09Z,0.0,Neutral
Is it useful for my aktu semester exams?,0,@NaitikVarshney-h5f,2025-12-24T15:45:36Z,0.4404,Positive
"4:00:27 movie1 = input(""enter movie 1 :"")
movie2 = input(""enter movie 2:"")
movie3 = input(""enter movie 3:"")
list = [movie1,movie2,movie3]
Print(list)",0,@psgamer5964,2025-12-07T10:01:14Z,0.0,Neutral
"I have a question 
First you said python is implicit language 
Then in topic of "" input  in python"" 
You said ""integer input krne ke liye use batana padega ki kis type ka integer input kra rhe hai",0,@KetanSharma2007,2025-12-28T11:21:53Z,0.0,Neutral
🙌,0,@teamrtvchamp,2025-11-03T13:35:30Z,0.0,Neutral
31:25,0,@BLUExMONSTERo,2025-09-25T19:57:21Z,0.0,Neutral
"wrong code :
 marks = input(""marks :"")
If 
Elif
Else
Right code agar inreger me hai tho

marks = int(input(""marks : ""))",0,@vsibelverbmovie,2025-08-20T07:07:53Z,-0.4767,Negative
Any one who is passed out MCA in 2024 and stil not get job 😢,0,@debasisbarik5444,2025-11-30T10:59:44Z,0.0,Neutral
1:38:59  kya matlab hai samajh nhi aa raha hai 😅,0,@AliKhan-ll5dx,2025-08-23T10:56:06Z,0.0,Neutral
1:23:00 Condition (if-elif-else),0,@AlamVox,2025-11-07T07:00:38Z,0.0,Neutral
2:31:45. Can we use if else !?,0,@Panwargujjar00,2025-09-18T14:24:13Z,0.0,Neutral
"Any From NIT ?
From I.T/CSE ?
Plz tell your brach .",0,@u-m.25,2026-01-04T12:13:38Z,0.168,Positive
Where are the notes?,0,@TejasviSingh2308,2025-11-06T18:46:43Z,0.0,Neutral
Bio students attendence pls.. 😂😂😂,1,@HsbsdbBrb,2026-01-03T10:43:31Z,0.0,Neutral
Chemistry,0,@SanjaySrivastava-v1v,2025-09-08T05:56:19Z,0.0,Neutral
This is complete python?????,0,@rishubharti3576,2025-10-22T03:16:33Z,0.0,Neutral
22nd Oct anyone ?,0,@Blue.sings-l8t,2025-10-22T17:43:04Z,0.0,Neutral
Mini project last 25 minutes important...watch that part only after those 9 videos,0,@AnshPathak2005,2025-12-17T07:45:53Z,0.0,Neutral
7 October 2025 anyone??? 😂😂,1,@sparshkumar9805,2025-10-07T02:50:36Z,0.0,Neutral
`Anyone on December 24?,0,@musawerahmed6594,2025-12-24T17:48:48Z,0.0,Neutral
"time 1:01:04 
mistake hai 7.99 ko mam apny btaya 7 ho jay ga woh nearest to 8 hai or woh 8 ho jay ga",0,@SummaiyaZafar-e1v,2025-12-22T05:57:59Z,-0.34,Negative
1:00:00,1,@FromPlanetEarth.x,2025-10-15T08:22:46Z,0.0,Neutral
Kal exam h 😅,0,@Vipin-o1z,2025-10-02T14:02:54Z,0.0,Neutral
29:35  idk but why its sounds dark,1,@FactmanArjun,2025-11-18T03:22:34Z,-0.0516,Negative
; ✋😄,0,@MohitSharma-ud4qw,2025-09-18T15:38:47Z,0.0,Neutral
anyone... 09/12/2025... completed...,0,@Vishalsingh11sk,2025-12-09T03:00:49Z,0.0,Neutral
33:17,2,@rajan7763,2025-09-26T16:40:27Z,0.0,Neutral
36:00 string energy😂,0,@rohitbadboy99r73,2025-12-29T20:21:42Z,0.0,Neutral
12 october 5:05 this time,0,@RajonTread,2025-10-12T11:05:29Z,0.0,Neutral
26 Oct any one,0,@vijaysharma6530,2025-10-26T13:09:59Z,0.0,Neutral
Please do a full course in English. You are equally proficient in English also aren't you ?,0,@RaghunathKochattil,2025-11-29T09:46:26Z,0.3182,Positive
4:45:14 unhashable : immutable nahi mutable he,0,@BEN-10-FF,2025-12-20T16:34:26Z,0.0,Neutral
4:00,0,@mohdkhaja5174,2025-08-21T15:15:53Z,0.0,Neutral
Didi aap ka age 25 ho gaya hai,1,@Drk1118,2025-09-25T13:36:35Z,0.0,Neutral
dede ap ne mera reply ne deya,0,@asadhameed-d9r,2025-11-10T13:41:44Z,0.0,Neutral
"Why does this python code seem different than what's in this video ?

class Solution:
    def getNoZeroIntegers(self, n: int) -> List[int]:
        def check(x):
            return '0' not in str(x)

        for i in range(1, n):
            j = n - i
            if check(i) and check(j):
                return [i, j]",0,@sanket1769,2025-09-08T19:44:48Z,0.3182,Positive
24 October anyone?,0,@AshikSyed-s9g,2025-10-24T15:07:37Z,0.0,Neutral
👍👍,0,@lokendrakk-c2c,2025-11-06T04:50:44Z,0.0,Neutral
Can commerce students pursue this course?🥲🥀,0,@Saksham-qw3cx,2025-11-06T13:27:25Z,0.0,Neutral
"Hello mam 
I m from bihar govt polytechnic college 
Is this for me 
My syllabus in this subject python",0,@vivekchaurasia-h9l,2025-10-24T16:12:16Z,0.0,Neutral
20 Dec,0,@SidX1M,2025-12-20T14:03:59Z,0.0,Neutral
1.18,0,@esportsclips75,2025-10-02T11:11:36Z,0.0,Neutral
❤❤😊,0,@bikash_vip,2025-11-12T04:13:35Z,0.0,Neutral
Anyone in December 2025,1,@PragyaGangwar-d1g,2025-12-02T13:32:27Z,0.0,Neutral
18 Dec,0,@SidX1M,2025-12-18T14:14:03Z,0.0,Neutral
30 oct 2025 🎉,0,@AryanRajput-j6h,2025-10-30T06:19:38Z,0.0,Neutral
not good series for freshly students who dont know anything of coding,0,@arhamxd8658,2025-09-07T09:38:56Z,-0.3412,Negative
9 October any one😂😂😂,0,@anmolpatel6087,2025-10-09T11:57:10Z,0.0,Neutral
15years ke bacche sikh sakte h 😢,0,@TROLL_FACE_EDITZ_99,2025-10-14T10:33:51Z,0.0,Neutral
CLASS 9TH ATTENDANCE CLICK ON LIKE FOR ATTENDENCE,1,@USACartoonGalaxy,2025-11-14T14:21:19Z,0.3612,Positive
Anyone hear watching 2 October 2025 😅 to please aap mahan ho like karo 😅,0,@RajUpadhyay-m3b,2025-10-03T10:07:00Z,0.5859,Positive
@ 1:00:00,1,@HimanshuStudiesTips,2025-10-10T11:50:01Z,0.0,Neutral
❤,0,@TejasRaut-ft,2025-11-27T14:31:12Z,0.0,Neutral
Beginners dekh skte h !!,0,@Arjun_Gaming010,2026-01-03T15:47:07Z,0.0,Neutral
Day 1 :@1:23:00 done,1,@R2gx20ms,2025-08-22T12:55:20Z,0.0,Neutral
"Videos fast hote hain, wo aapka dimaag ""numb"" kar dete hain. Lekin Book aapko rukne aur sochne par majboor karti hai. Jab aap ek line padhte ho, toh aapka dimaag uska chitra (image) banata hai. Book se seekha hua logic dimaag ki ""Hard Drive"" mein save hota hai, jabki video wala ""RAM"" mein reh kar udd jata hai.",0,@chhoteherostv,2026-01-07T14:20:12Z,0.4215,Positive
7:48:29 I can't understand concept,0,@Chirpyyouth,2025-09-28T11:00:02Z,0.0,Neutral
"Day 1 - 01:22:00
Day 2 - 02:32:14
Day 3 - 3:00:00",1,@Sukoon.spacee,2025-10-05T07:57:47Z,0.0,Neutral
Ye btao koi ki 10hr complete krne ke baad kon kon kya kar Raha abhi,0,@mrrebel2079,2025-09-03T15:44:19Z,0.0,Neutral
07  October 2025 anyone,0,@gayatrinile,2025-10-07T16:12:06Z,0.0,Neutral
"00:5:13
1:06:00
1:43:00
2:32:24",0,@diary_of_prul,2025-08-31T16:52:44Z,0.0,Neutral
Anyone in 1/1/2026,1,@shreenibhosale,2026-01-01T18:15:16Z,0.0,Neutral
❤,0,@oG_Santya,2025-12-02T09:27:38Z,0.0,Neutral
October 25 anyone 😅😅😅,0,@HashimKhan-jj3xi,2025-10-25T16:18:42Z,0.0,Neutral
Started at 1104 hrs IST on 30 August 2025,0,@DihhSkibididdy,2025-08-30T05:34:06Z,0.0,Neutral
day1complete,0,@kisnaahlawat3437,2025-11-29T19:14:15Z,0.0,Neutral
"True mine answer is correct✅😂😂😂 . 
Jis ka true attendance lagao. 😊2026 January, 3.",2,@mindcraftstudies,2026-01-03T16:47:03Z,0.6808,Positive
14oct 2025 anyone? 😂,0,@Ompanchal_7,2025-10-14T04:55:30Z,0.0,Neutral
"today i have started learning python form Apna college and i m working in private company but belongs to Non tech , have little knowledge on coding . i hope i wiil understand .please anybody will tell me how to connect python with HTML.",0,@deobabubaliarsingh6063,2025-11-21T05:03:18Z,0.7783,Positive
39:09 ❤ my name is sk Arman Hossain ❤😅😅😅😅😊😊😊,0,@SkGamer-ij3ie,2025-08-28T12:16:54Z,0.0,Neutral
September me kon kon aya h 😂,0,@edumines1,2025-09-04T04:09:59Z,0.0,Neutral
"Started at 25 december
27 december  : 6:04:53",0,@kirtimishra8804,2025-12-26T13:01:22Z,0.0,Neutral
"value = int(input(""thankyou:"")
print(value)
OUTPUT

thankyou: apna college 


❤",0,@daily-match2,2025-12-24T14:46:54Z,0.34,Positive
Anyone here watching from November 2025😅,0,@NaveenKumar-mq8tn,2025-09-18T20:56:56Z,0.0,Neutral
19 nov anyone😢😢😢😢 2025,0,@namanyt-o6g,2025-11-18T19:27:47Z,0.0,Neutral
3:25,0,@arpitpal2389,2025-09-02T07:44:33Z,0.0,Neutral
"batamize pagle 
mujay tum hare samaj nahi  i",0,@uroojriaz-x4u,2025-08-24T07:18:02Z,0.0,Neutral
7:30 another command is py -0,1,@aanya4818,2025-12-20T19:53:01Z,0.0,Neutral
Students of AI Vidyasetu attendance?,2,@TanmoyKanoo,2025-11-09T16:42:38Z,0.0,Neutral
apka price 25 rupye hai kya,0,@uzu-c1b,2025-11-03T12:51:03Z,0.0,Neutral
plzz teach in englishhhh  mam,0,@KiruthigaGunasekaran,2025-11-20T07:16:49Z,0.0,Neutral
anyone today dec 20,0,@rishavkant-y9c1t,2025-12-20T06:37:49Z,0.0,Neutral
"age = int(input(""age :""))
vote = (""yes"", ""no"") [age >= 18] i am using jupyter notebook but my code is not run",0,@AniketWankhade-e2m,2025-11-13T03:36:53Z,0.0,Neutral
Bca  1 mid sem  students are here😂❤,0,@RehanArts-pg6nt,2025-10-17T16:20:23Z,0.0,Neutral
"code to find greatest of 4 numbers
num1=int(input(""enter first number:""))
num2=int(input(""enter second number:""))
num3=int(input(""enter third number:""))
num4=int(input(""enter fourth number:""))

if (num1>num2 and num1>num3 and num1>num4):
    print(""number 1 is greatest"")
elif(num2>num3 and num2>num4):
    print(""number 2 is greatest"")
elif(num3>num4):
    print(""number 3 is greatest"")
else:
    print(""number 4 is greatest"")
😀😃",1,@VanshikaAgrawal-yz1ri,2025-12-09T14:14:14Z,0.6369,Positive
O level ke liye hai,1,@shariquekhan4276,2025-12-01T15:40:15Z,0.0,Neutral
My name is saksham,0,@SakshamSaksham-ex2si,2025-09-01T11:38:02Z,0.0,Neutral
पूरा पढ़ लिया यार,0,@kundanyadav-jj9tc,2025-12-17T04:26:08Z,0.0,Neutral
❤,0,@Programming-h8u,2025-12-12T06:49:49Z,0.0,Neutral
1:18:57 Types of operators are not described before  first practice time 😅,0,@sorobindubiswal9555,2026-01-02T15:23:39Z,0.0,Neutral
30 October 2025 anyone ?,0,@Movie_zone0098,2025-10-29T22:52:37Z,0.0,Neutral
32.41,0,@esportsclips75,2025-09-26T11:33:03Z,0.0,Neutral
23 Dec,0,@SidX1M,2025-12-23T14:56:24Z,0.0,Neutral
"BTW did anyone noticed mam at 5:39:50 she was writing some veggies name and her face was like she doesn't like some of them....😂😂. Anyways, Thank you mam for this much valuable content... BTW",0,@kunaldubey3941,2025-11-05T08:40:10Z,0.8625,Positive
2 Novermber 2025,0,@Imrankhan-c4s6p,2025-11-02T06:33:22Z,0.0,Neutral
October 2025 walo attendance please 😂,2,@badnaamtamancha,2025-10-06T09:35:32Z,0.3182,Positive
Kon kon mobile pe python sika rahehe,0,@TechPlay17,2025-11-13T02:01:18Z,0.0,Neutral
5 nov 2025...,0,@Teju_creativity,2025-11-05T07:49:08Z,0.0,Neutral
1 january 2030 anyone?,0,@catosssss,2025-11-17T11:50:28Z,0.0,Neutral
"Hello, I want to learn Python. How long will it take me to learn Python? I'm a complete beginner. I can only dedicate 3 hours a day to learning Python because I have a job.",1,@ParthChoudhary-c5o,2025-12-15T09:17:00Z,0.0772,Positive
19 october.....anyone😂?,0,@narayanmishra3140,2025-10-19T17:38:50Z,0.0,Neutral
14:03  1st program,1,@Improver7860,2026-01-07T03:45:16Z,0.0,Neutral
"If we done this question 
Multiple by 7
Is or not

X = int(input(""enter a number"")

Res =  x % 7

If(res == 0):
Print(division of 7)
Else:
Print(not division)",0,@puneetbhardwaj9011,2025-11-12T07:56:19Z,0.0,Neutral
"Day 1    1:14:34
Day 2   1:58:01
Day 3.  2:32:20
Day 4.  3:27:20
Day 5   4:00:20
Day 6.  4:28:22",0,@Happyhereforu,2025-12-31T10:07:02Z,0.0,Neutral
"43:07 @day 1
1:07:17 @day 2",1,@Khushipandey84628,2025-12-24T17:26:28Z,0.0,Neutral
I wish I understood Hindu this course looks promising,0,@uthmanhadi5020,2026-01-07T15:13:21Z,0.6597,Positive
Perplexity ki mkc,0,@NishantPrajapati-u6v,2025-10-19T09:53:19Z,0.0,Neutral
Anyone watching on september 2025 😂😂,0,@VinaayTiwari,2025-08-29T15:56:19Z,0.0,Neutral
Systuum hang,1,@SubhashSharma-c6h,2025-12-27T13:22:00Z,0.0,Neutral
1:23,0,@shabhyanshusingh,2025-09-05T14:12:33Z,0.0,Neutral
